NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF VESICLE SIZE%GOBP%GO:0097494	REGULATION OF VESICLE SIZE%GOBP%GO:0097494		17	-0.5663385	-1.5280018	0.048387095	0.5774273	1.0	2309	tags=35%, list=15%, signal=41%	
STRESS GRANULE ASSEMBLY%GOBP%GO:0034063	STRESS GRANULE ASSEMBLY%GOBP%GO:0034063		23	-0.502351	-1.5268918	0.042704627	0.5752491	1.0	3035	tags=52%, list=20%, signal=65%	
PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048	PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048		33	-0.45874923	-1.5233058	0.030973451	0.58224064	1.0	2507	tags=30%, list=16%, signal=36%	
ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 1%REACTOME%R-HSA-418592.3	ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 1%REACTOME%R-HSA-418592.3		20	-0.52628934	-1.5228509	0.04964539	0.5778516	1.0	179	tags=15%, list=1%, signal=15%	
MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20220510%WP391%HOMO SAPIENS	MITOCHONDRIAL GENE EXPRESSION%WIKIPATHWAYS_20220510%WP391%HOMO SAPIENS		18	-0.54290664	-1.522319	0.04467354	0.5737928	1.0	1754	tags=28%, list=11%, signal=31%	
THROMBOXANE SIGNALLING THROUGH TP RECEPTOR%REACTOME%R-HSA-428930.2	THROMBOXANE SIGNALLING THROUGH TP RECEPTOR%REACTOME%R-HSA-428930.2		19	-0.53287524	-1.5220908	0.04255319	0.5688068	1.0	179	tags=16%, list=1%, signal=16%	
LEPTIN%NETPATH%LEPTIN	LEPTIN%NETPATH%LEPTIN		39	-0.44983384	-1.5213721	0.021008404	0.56548023	1.0	2780	tags=33%, list=18%, signal=41%	
G-PROTEIN MEDIATED EVENTS%REACTOME%R-HSA-112040.1	G-PROTEIN MEDIATED EVENTS%REACTOME%R-HSA-112040.1		51	-0.43199238	-1.5170747	0.017045455	0.57508194	1.0	1757	tags=27%, list=11%, signal=31%	
MAP KINASE ACTIVATION%REACTOME DATABASE ID RELEASE 83%450294	MAP KINASE ACTIVATION%REACTOME DATABASE ID RELEASE 83%450294		60	-0.4122537	-1.511839	0.0	0.5886375	1.0	1934	tags=30%, list=13%, signal=34%	
IL2%NETPATH%IL2	IL2%NETPATH%IL2		49	-0.42832264	-1.5081029	0.012345679	0.59689367	1.0	2507	tags=37%, list=16%, signal=44%	
BIOCARTA_GH_PATHWAY%MSIGDB_C2%BIOCARTA_GH_PATHWAY	BIOCARTA_GH_PATHWAY%MSIGDB_C2%BIOCARTA_GH_PATHWAY		15	-0.56066984	-1.5030268	0.06168831	0.6111521	1.0	2414	tags=40%, list=16%, signal=47%	
SIGNALING BY PDGFR IN DISEASE%REACTOME%R-HSA-9671555.3	SIGNALING BY PDGFR IN DISEASE%REACTOME%R-HSA-9671555.3		18	-0.53250664	-1.5027839	0.034246575	0.6060632	1.0	3162	tags=56%, list=21%, signal=70%	
G-PROTEIN ACTIVATION%REACTOME DATABASE ID RELEASE 83%202040	G-PROTEIN ACTIVATION%REACTOME DATABASE ID RELEASE 83%202040		19	-0.528198	-1.5018303	0.048780486	0.603623	1.0	179	tags=16%, list=1%, signal=16%	
TRANSLATION INHIBITORS IN CHRONICALLY ACTIVATED PDGFRA CELLS%WIKIPATHWAYS_20220510%WP4566%HOMO SAPIENS	TRANSLATION INHIBITORS IN CHRONICALLY ACTIVATED PDGFRA CELLS%WIKIPATHWAYS_20220510%WP4566%HOMO SAPIENS		32	-0.46055934	-1.5004624	0.01826484	0.6027788	1.0	2507	tags=41%, list=16%, signal=48%	
AXON GUIDANCE MEDIATED BY NETRIN%PANTHER PATHWAY%P00009	AXON GUIDANCE MEDIATED BY NETRIN%PANTHER PATHWAY%P00009		27	-0.47354642	-1.49972	0.04366812	0.6000339	1.0	2507	tags=41%, list=16%, signal=49%	
EXTRA-NUCLEAR ESTROGEN SIGNALING%REACTOME DATABASE ID RELEASE 83%9009391	EXTRA-NUCLEAR ESTROGEN SIGNALING%REACTOME DATABASE ID RELEASE 83%9009391		57	-0.41650748	-1.4976655	0.029069768	0.60186905	1.0	2507	tags=35%, list=16%, signal=42%	
5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04374	5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04374		37	-0.4471748	-1.4951903	0.024630541	0.6054409	1.0	950	tags=19%, list=6%, signal=20%	
TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY	TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY		31	-0.47247544	-1.4946802	0.033613447	0.6019369	1.0	1934	tags=42%, list=13%, signal=48%	
MISCELLANEOUS TRANSPORT AND BINDING EVENTS%REACTOME%R-HSA-5223345.4	MISCELLANEOUS TRANSPORT AND BINDING EVENTS%REACTOME%R-HSA-5223345.4		20	-0.5182277	-1.4935093	0.048442908	0.600947	1.0	2946	tags=35%, list=19%, signal=43%	
INHIBITION OF VOLTAGE GATED CA2+ CHANNELS VIA GBETA GAMMA SUBUNITS%REACTOME DATABASE ID RELEASE 83%997272	INHIBITION OF VOLTAGE GATED CA2+ CHANNELS VIA GBETA GAMMA SUBUNITS%REACTOME DATABASE ID RELEASE 83%997272		23	-0.48059136	-1.4909943	0.04	0.60446835	1.0	769	tags=17%, list=5%, signal=18%	
COPPER HOMEOSTASIS%WIKIPATHWAYS_20220510%WP3286%HOMO SAPIENS	COPPER HOMEOSTASIS%WIKIPATHWAYS_20220510%WP3286%HOMO SAPIENS		33	-0.46046463	-1.490553	0.03196347	0.6008284	1.0	1502	tags=30%, list=10%, signal=34%	
ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:0008608	ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:0008608		15	-0.54454726	-1.4901034	0.051194537	0.59717596	1.0	2331	tags=27%, list=15%, signal=31%	
TRANSCRIPTIONAL ACTIVITY OF SMAD2 SMAD3:SMAD4 HETEROTRIMER%REACTOME%R-HSA-2173793.4	TRANSCRIPTIONAL ACTIVITY OF SMAD2 SMAD3:SMAD4 HETEROTRIMER%REACTOME%R-HSA-2173793.4		48	-0.42755002	-1.489052	0.031914894	0.5955393	1.0	1006	tags=21%, list=7%, signal=22%	
INSULIN IGF PATHWAY-PROTEIN KINASE B SIGNALING CASCADE%PANTHER PATHWAY%P00033	INSULIN IGF PATHWAY-PROTEIN KINASE B SIGNALING CASCADE%PANTHER PATHWAY%P00033		18	-0.51345646	-1.4871117	0.050167225	0.59748375	1.0	2780	tags=44%, list=18%, signal=54%	
PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY	PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY		38	-0.43959522	-1.4849774	0.023923445	0.6004111	1.0	1934	tags=37%, list=13%, signal=42%	
CELLULAR RESPONSE TO DOPAMINE%GOBP%GO:1903351	CELLULAR RESPONSE TO DOPAMINE%GOBP%GO:1903351		32	-0.4576347	-1.4847522	0.044843048	0.5961754	1.0	950	tags=19%, list=6%, signal=20%	
RESPONSE TO DOPAMINE%GOBP%GO:1903350	RESPONSE TO DOPAMINE%GOBP%GO:1903350		32	-0.4576347	-1.4829571	0.01984127	0.5977018	1.0	950	tags=19%, list=6%, signal=20%	
DOWNSTREAM SIGNALING OF ACTIVATED FGFR2%REACTOME%R-HSA-5654696.1	DOWNSTREAM SIGNALING OF ACTIVATED FGFR2%REACTOME%R-HSA-5654696.1		17	-0.528622	-1.4813914	0.06583072	0.5984396	1.0	1135	tags=29%, list=7%, signal=32%	
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2853%HOMO SAPIENS	ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2853%HOMO SAPIENS		90	-0.37187946	-1.4813713	0.0	0.59359103	1.0	1548	tags=20%, list=10%, signal=22%	
PID_P53_REGULATION_PATHWAY%MSIGDB_C2%PID_P53_REGULATION_PATHWAY	PID_P53_REGULATION_PATHWAY%MSIGDB_C2%PID_P53_REGULATION_PATHWAY		43	-0.4269455	-1.4810967	0.014634146	0.5897316	1.0	1779	tags=33%, list=12%, signal=37%	
SIGNALING BY SCF-KIT%REACTOME%R-HSA-1433557.4	SIGNALING BY SCF-KIT%REACTOME%R-HSA-1433557.4		28	-0.47817284	-1.47787	0.041493777	0.5966704	1.0	2507	tags=36%, list=16%, signal=43%	
DE NOVO PURINE BIOSYNTHESIS%PANTHER PATHWAY%P02738	DE NOVO PURINE BIOSYNTHESIS%PANTHER PATHWAY%P02738		24	-0.48646817	-1.4764233	0.049469966	0.59712267	1.0	3177	tags=46%, list=21%, signal=58%	
B CELL ACTIVATION%PANTHER PATHWAY%P00010	B CELL ACTIVATION%PANTHER PATHWAY%P00010		44	-0.431214	-1.4737406	0.024271844	0.6019839	1.0	1934	tags=32%, list=13%, signal=36%	
MESODERMAL COMMITMENT PATHWAY%WIKIPATHWAYS_20220510%WP2857%HOMO SAPIENS	MESODERMAL COMMITMENT PATHWAY%WIKIPATHWAYS_20220510%WP2857%HOMO SAPIENS		95	-0.3676561	-1.4725304	0.008130081	0.6020103	1.0	2009	tags=23%, list=13%, signal=26%	
PRION DISEASE PATHWAY%WIKIPATHWAYS_20220510%WP3995%HOMO SAPIENS	PRION DISEASE PATHWAY%WIKIPATHWAYS_20220510%WP3995%HOMO SAPIENS		22	-0.48369598	-1.4722865	0.07394366	0.59822583	1.0	1502	tags=23%, list=10%, signal=25%	
NEURAL CREST DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2064%HOMO SAPIENS	NEURAL CREST DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2064%HOMO SAPIENS		61	-0.39876387	-1.4707882	0.006289308	0.5986708	1.0	1663	tags=23%, list=11%, signal=26%	
EXERCISE-INDUCED CIRCADIAN REGULATION%WIKIPATHWAYS_20220510%WP410%HOMO SAPIENS	EXERCISE-INDUCED CIRCADIAN REGULATION%WIKIPATHWAYS_20220510%WP410%HOMO SAPIENS		26	-0.4815608	-1.4705608	0.04597701	0.59490556	1.0	2961	tags=42%, list=19%, signal=52%	
KISSPEPTIN/KISSPEPTIN RECEPTOR SYSTEM IN THE OVARY%WIKIPATHWAYS_20220510%WP4871%HOMO SAPIENS	KISSPEPTIN/KISSPEPTIN RECEPTOR SYSTEM IN THE OVARY%WIKIPATHWAYS_20220510%WP4871%HOMO SAPIENS		21	-0.49847645	-1.469938	0.05319149	0.5927414	1.0	1934	tags=33%, list=13%, signal=38%	
INTERLEUKIN-17 SIGNALING%REACTOME%R-HSA-448424.6	INTERLEUKIN-17 SIGNALING%REACTOME%R-HSA-448424.6		63	-0.38835436	-1.465799	0.024096385	0.60312295	1.0	1934	tags=29%, list=13%, signal=33%	
REGULATION OF CIRCADIAN RHYTHM%GOBP%GO:0042752	REGULATION OF CIRCADIAN RHYTHM%GOBP%GO:0042752		87	-0.36313745	-1.4656266	0.0076923077	0.5991981	1.0	2828	tags=32%, list=18%, signal=39%	
REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0031114	REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0031114		20	-0.5115813	-1.463965	0.0625	0.60061073	1.0	2341	tags=40%, list=15%, signal=47%	
DOWNSTREAM SIGNALING OF ACTIVATED FGFR3%REACTOME%R-HSA-5654708.1	DOWNSTREAM SIGNALING OF ACTIVATED FGFR3%REACTOME%R-HSA-5654708.1		15	-0.5563431	-1.4616269	0.058252428	0.60423285	1.0	1135	tags=33%, list=7%, signal=36%	
NANOPARTICLE-MEDIATED ACTIVATION OF RECEPTOR SIGNALING%WIKIPATHWAYS_20220510%WP2643%HOMO SAPIENS	NANOPARTICLE-MEDIATED ACTIVATION OF RECEPTOR SIGNALING%WIKIPATHWAYS_20220510%WP2643%HOMO SAPIENS		24	-0.49017817	-1.460058	0.078947365	0.605276	1.0	2349	tags=38%, list=15%, signal=44%	
REGULATION OF PROTEIN DEPOLYMERIZATION%GOBP%GO:1901879	REGULATION OF PROTEIN DEPOLYMERIZATION%GOBP%GO:1901879		52	-0.3914997	-1.4564466	0.011111111	0.6139062	1.0	2409	tags=27%, list=16%, signal=32%	
INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME DATABASE ID RELEASE 83%74751	INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME DATABASE ID RELEASE 83%74751		33	-0.44076926	-1.4544109	0.04405286	0.61706895	1.0	2507	tags=33%, list=16%, signal=40%	
ACTIVATION OF G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%R-HSA-1296041.2	ACTIVATION OF G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%R-HSA-1296041.2		23	-0.48059136	-1.4540386	0.057915058	0.61405635	1.0	769	tags=17%, list=5%, signal=18%	
NEGATIVE REGULATION OF FGFR1 SIGNALING%REACTOME DATABASE ID RELEASE 83%5654726	NEGATIVE REGULATION OF FGFR1 SIGNALING%REACTOME DATABASE ID RELEASE 83%5654726		21	-0.50323397	-1.4534621	0.059859157	0.61200225	1.0	1135	tags=33%, list=7%, signal=36%	
SIGNALING BY BMP%REACTOME DATABASE ID RELEASE 83%201451	SIGNALING BY BMP%REACTOME DATABASE ID RELEASE 83%201451		22	-0.49375018	-1.4475698	0.06884058	0.62949014	1.0	1725	tags=36%, list=11%, signal=41%	
SIGNALING BY FGFR4%REACTOME%R-HSA-5654743.2	SIGNALING BY FGFR4%REACTOME%R-HSA-5654743.2		29	-0.45489582	-1.4470116	0.055084746	0.62702745	1.0	1135	tags=31%, list=7%, signal=33%	
NEGATIVE REGULATION OF TRANSPORTER ACTIVITY%GOBP%GO:0032410	NEGATIVE REGULATION OF TRANSPORTER ACTIVITY%GOBP%GO:0032410		50	-0.40902105	-1.4469064	0.036458332	0.6229599	1.0	2511	tags=36%, list=16%, signal=43%	
RAS SIGNALING%WIKIPATHWAYS_20220510%WP4223%HOMO SAPIENS	RAS SIGNALING%WIKIPATHWAYS_20220510%WP4223%HOMO SAPIENS		114	-0.35375822	-1.4461166	0.0	0.62163204	1.0	2604	tags=30%, list=17%, signal=36%	
INTERFERON TYPE I SIGNALING PATHWAYS%WIKIPATHWAYS_20220510%WP585%HOMO SAPIENS	INTERFERON TYPE I SIGNALING PATHWAYS%WIKIPATHWAYS_20220510%WP585%HOMO SAPIENS		42	-0.42070374	-1.445608	0.043062203	0.6191129	1.0	2507	tags=40%, list=16%, signal=48%	
PRESYNAPSE ORGANIZATION%GOBP%GO:0099172	PRESYNAPSE ORGANIZATION%GOBP%GO:0099172		15	-0.5332624	-1.4403439	0.08868501	0.6340363	1.0	1829	tags=40%, list=12%, signal=45%	
NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0009112	NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0009112		24	-0.48144802	-1.4398788	0.062015504	0.6314353	1.0	1772	tags=29%, list=12%, signal=33%	
CERAMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046513	CERAMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046513		44	-0.42413172	-1.439026	0.03141361	0.630313	1.0	2201	tags=32%, list=14%, signal=37%	
G BETA:GAMMA SIGNALLING THROUGH CDC42%REACTOME%R-HSA-8964616.1	G BETA:GAMMA SIGNALLING THROUGH CDC42%REACTOME%R-HSA-8964616.1		16	-0.5115088	-1.4389839	0.07467532	0.6262297	1.0	73	tags=13%, list=0%, signal=13%	
INTERLEUKIN-11 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2332%HOMO SAPIENS	INTERLEUKIN-11 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2332%HOMO SAPIENS		35	-0.4392538	-1.437029	0.038135592	0.6292446	1.0	2149	tags=31%, list=14%, signal=36%	
POSITIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016239	POSITIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016239		62	-0.38403416	-1.4369912	0.038961038	0.62517625	1.0	2914	tags=32%, list=19%, signal=40%	
CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086003	CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086003		31	-0.45672396	-1.4362545	0.04897959	0.6236805	1.0	750	tags=19%, list=5%, signal=20%	
KALLMANN SYNDROME%WIKIPATHWAYS_20220510%WP5074%HOMO SAPIENS	KALLMANN SYNDROME%WIKIPATHWAYS_20220510%WP5074%HOMO SAPIENS		15	-0.5460665	-1.4349872	0.09859155	0.62398136	1.0	1135	tags=27%, list=7%, signal=29%	
BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY	BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY		16	-0.5378399	-1.4349256	0.08127209	0.620075	1.0	1757	tags=44%, list=11%, signal=49%	
POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046579	POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046579		33	-0.45461872	-1.4328462	0.07234043	0.62331456	1.0	1828	tags=27%, list=12%, signal=31%	
PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0006661	PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0006661		104	-0.35976467	-1.4320686	0.010752688	0.62229264	1.0	2228	tags=22%, list=15%, signal=26%	
PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY	PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY		17	-0.5248949	-1.4312649	0.080996886	0.6210451	1.0	2600	tags=35%, list=17%, signal=42%	
PID_PI3KCI_PATHWAY%MSIGDB_C2%PID_PI3KCI_PATHWAY	PID_PI3KCI_PATHWAY%MSIGDB_C2%PID_PI3KCI_PATHWAY		26	-0.45998412	-1.4310594	0.059479553	0.6176932	1.0	2604	tags=42%, list=17%, signal=51%	
PID_PS1_PATHWAY%MSIGDB_C2%PID_PS1_PATHWAY	PID_PS1_PATHWAY%MSIGDB_C2%PID_PS1_PATHWAY		32	-0.4309463	-1.4300472	0.028688524	0.6170838	1.0	1595	tags=25%, list=10%, signal=28%	
REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY SARCOPLASMIC RETICULUM%GOBP%GO:0010880	REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY SARCOPLASMIC RETICULUM%GOBP%GO:0010880		19	-0.49927574	-1.4296099	0.063197024	0.6149456	1.0	2607	tags=42%, list=17%, signal=51%	
PID_CXCR3_PATHWAY%MSIGDB_C2%PID_CXCR3_PATHWAY	PID_CXCR3_PATHWAY%MSIGDB_C2%PID_CXCR3_PATHWAY		29	-0.4649089	-1.4295146	0.0562249	0.6113662	1.0	2795	tags=41%, list=18%, signal=50%	
G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%R-HSA-1296059.2	G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%R-HSA-1296059.2		23	-0.48059136	-1.4272499	0.07777778	0.6154348	1.0	769	tags=17%, list=5%, signal=18%	
PID_FAK_PATHWAY%MSIGDB_C2%PID_FAK_PATHWAY	PID_FAK_PATHWAY%MSIGDB_C2%PID_FAK_PATHWAY		43	-0.40569347	-1.4265912	0.033492822	0.6140425	1.0	2267	tags=30%, list=15%, signal=35%	
INSULIN SIGNALING%WIKIPATHWAYS_20220510%WP481%HOMO SAPIENS	INSULIN SIGNALING%WIKIPATHWAYS_20220510%WP481%HOMO SAPIENS		114	-0.35003135	-1.425086	0.011904762	0.61539704	1.0	2604	tags=31%, list=17%, signal=37%	
CD209 (DC-SIGN) SIGNALING%REACTOME%R-HSA-5621575.1	CD209 (DC-SIGN) SIGNALING%REACTOME%R-HSA-5621575.1		17	-0.50170064	-1.4225006	0.09363296	0.62121487	1.0	1106	tags=24%, list=7%, signal=25%	
RHO GTPASES ACTIVATE WASPS AND WAVES%REACTOME%R-HSA-5663213.1	RHO GTPASES ACTIVATE WASPS AND WAVES%REACTOME%R-HSA-5663213.1		34	-0.41769764	-1.4213216	0.048387095	0.62181294	1.0	2625	tags=32%, list=17%, signal=39%	
RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM (RAAS)%WIKIPATHWAYS_20220510%WP4756%HOMO SAPIENS	RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM (RAAS)%WIKIPATHWAYS_20220510%WP4756%HOMO SAPIENS		22	-0.47109348	-1.4212933	0.06007067	0.61817974	1.0	735	tags=27%, list=5%, signal=29%	
SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE	SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE		37	-0.4237971	-1.4163642	0.03930131	0.632445	1.0	1455	tags=22%, list=9%, signal=24%	
SPHINGOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0030148	SPHINGOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0030148		80	-0.35623953	-1.4163051	0.0	0.6289334	1.0	2202	tags=26%, list=14%, signal=30%	
NON-GENOMIC ACTIONS OF 1,25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20220510%WP4341%HOMO SAPIENS	NON-GENOMIC ACTIONS OF 1,25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20220510%WP4341%HOMO SAPIENS		44	-0.4027834	-1.4151465	0.031088082	0.62925535	1.0	1912	tags=30%, list=12%, signal=34%	
CARGO CONCENTRATION IN THE ER%REACTOME%R-HSA-5694530.1	CARGO CONCENTRATION IN THE ER%REACTOME%R-HSA-5694530.1		29	-0.45710889	-1.4138342	0.060606062	0.63048726	1.0	2986	tags=31%, list=19%, signal=38%	
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959		121	-0.3415582	-1.4135658	0.0	0.6277305	1.0	1941	tags=24%, list=13%, signal=27%	
NOTCH%NETPATH%NOTCH	NOTCH%NETPATH%NOTCH		40	-0.4182718	-1.412418	0.047393367	0.6279311	1.0	1724	tags=20%, list=11%, signal=22%	
REGUCALCIN IN PROXIMAL TUBULE EPITHELIAL KIDNEY CELLS%WIKIPATHWAYS_20220510%WP4838%HOMO SAPIENS	REGUCALCIN IN PROXIMAL TUBULE EPITHELIAL KIDNEY CELLS%WIKIPATHWAYS_20220510%WP4838%HOMO SAPIENS		20	-0.49937612	-1.4123775	0.0776699	0.6243943	1.0	2456	tags=40%, list=16%, signal=48%	
IL2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2-MEDIATED SIGNALING EVENTS	IL2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2-MEDIATED SIGNALING EVENTS		43	-0.40710598	-1.411998	0.037558686	0.6223091	1.0	1934	tags=33%, list=13%, signal=37%	
REGULATION OF MECP2 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 83%9022692	REGULATION OF MECP2 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 83%9022692		29	-0.46208534	-1.4114188	0.06097561	0.6206764	1.0	1503	tags=24%, list=10%, signal=27%	
NEGATIVE REGULATION OF THE PI3K AKT NETWORK%REACTOME%R-HSA-199418.3	NEGATIVE REGULATION OF THE PI3K AKT NETWORK%REACTOME%R-HSA-199418.3		74	-0.3743425	-1.4111404	0.020547945	0.6182837	1.0	2507	tags=30%, list=16%, signal=35%	
POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME DATABASE ID RELEASE 83%438064	POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME DATABASE ID RELEASE 83%438064		55	-0.39552176	-1.409542	0.039106146	0.6203663	1.0	1018	tags=24%, list=7%, signal=25%	
PRESYNAPSE ASSEMBLY%GOBP%GO:0099054	PRESYNAPSE ASSEMBLY%GOBP%GO:0099054		15	-0.5332624	-1.4080709	0.10223642	0.6220627	1.0	1829	tags=40%, list=12%, signal=45%	
NEGATIVE REGULATION OF FGFR2 SIGNALING%REACTOME%R-HSA-5654727.1	NEGATIVE REGULATION OF FGFR2 SIGNALING%REACTOME%R-HSA-5654727.1		22	-0.47323412	-1.4074919	0.08	0.6204938	1.0	1135	tags=32%, list=7%, signal=34%	
SIGNALING BY GSK3BETA MUTANTS%REACTOME DATABASE ID RELEASE 83%5339716	SIGNALING BY GSK3BETA MUTANTS%REACTOME DATABASE ID RELEASE 83%5339716		15	-0.5101939	-1.4064536	0.10793651	0.6205951	1.0	2039	tags=33%, list=13%, signal=38%	
POSITIVE REGULATION OF GLYCOLYTIC PROCESS%GOBP%GO:0045821	POSITIVE REGULATION OF GLYCOLYTIC PROCESS%GOBP%GO:0045821		16	-0.5166087	-1.4062252	0.09122807	0.61812073	1.0	938	tags=25%, list=6%, signal=27%	
PROTEIN PALMITOYLATION%GOBP%GO:0018345	PROTEIN PALMITOYLATION%GOBP%GO:0018345		29	-0.45655638	-1.4030373	0.08558559	0.626298	1.0	1105	tags=24%, list=7%, signal=26%	
PROTEIN LIPIDATION%GOBP%GO:0006497	PROTEIN LIPIDATION%GOBP%GO:0006497		73	-0.3785138	-1.402287	0.04137931	0.62557685	1.0	1552	tags=21%, list=10%, signal=23%	
SPHINGOLIPID DE NOVO BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%1660661	SPHINGOLIPID DE NOVO BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%1660661		37	-0.41292247	-1.4007119	0.055276383	0.6276595	1.0	1136	tags=22%, list=7%, signal=23%	
PID_AR_TF_PATHWAY%MSIGDB_C2%PID_AR_TF_PATHWAY	PID_AR_TF_PATHWAY%MSIGDB_C2%PID_AR_TF_PATHWAY		35	-0.4298614	-1.399342	0.06349207	0.6291593	1.0	1749	tags=31%, list=11%, signal=35%	
GLYCOSPHINGOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0006688	GLYCOSPHINGOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0006688		26	-0.4611823	-1.3979185	0.0546875	0.6309811	1.0	2202	tags=42%, list=14%, signal=49%	
ZINC HOMEOSTASIS%WIKIPATHWAYS_20220510%WP3529%HOMO SAPIENS	ZINC HOMEOSTASIS%WIKIPATHWAYS_20220510%WP3529%HOMO SAPIENS		22	-0.468854	-1.3956857	0.08424909	0.6352939	1.0	2798	tags=41%, list=18%, signal=50%	
GABA B RECEPTOR ACTIVATION%REACTOME DATABASE ID RELEASE 83%977444	GABA B RECEPTOR ACTIVATION%REACTOME DATABASE ID RELEASE 83%977444		36	-0.42471853	-1.3953884	0.045833334	0.6328788	1.0	1010	tags=17%, list=7%, signal=18%	
